Audio Path                                                                                    , Gốc (Reference)                                                         , Máy đoán (Prediction)
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_126.wav , vài lần triển lãm tranh tượng không lời như thế hắn sẽ nhận ra          , vài lần triển lãm thân tượng không lời như thế hẳn sẽ nhận ra
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_155.wav , người đàn ông trên giường thình lình rên lên một tiếng rồi mở mắt       , người đàn ông trên giường thình lình rên lên một tiếng rồi mở mắt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_171.wav , tối qua người ta đến bắt tôi giữa đêm hôm khuya khoắt                   , tối qua người ta đến bắt tôi giữa đêm khôn khuya khoắt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_183.wav , bảo thằng quyết nó bắt con gà sống nâu mà thịt                          , bảo thằng thắng quyết nó bắt con gà sống nâu mà thịt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_191.wav , vị bác sĩ hiền lành ấy có những lý thuyết trồng cây thật thú vị         , vị bác sĩ hiền lần ấy có những lý thuyết trồng cây thật thú vị
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_192.wav , những kiểu vết thương mà trẻ thường mang theo có thể là gì              , kiểu viết thương mà trẻ thường mang theo có thể là gì
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_194.wav , xin với mẹ cho đi cai tập trung sau một năm bạn trở về nhà              , xin với mẹ cho đi cai tập trung sau một năm bạn trở về nhà
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_195.wav , đầu tiên là một tấm âm bản sau đó mới đến dương bản                     , tiên là một tẩm âm bản sau đó mới đến dương bản
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_198.wav , mấy ngày nay chúng tôi đã tịch thu được khá nhiều gà chết               , ngày nay chúng tôi đã tịch thu được khá nhiều gà chết
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_199.wav , hiển nhiên không ai muốn xuất hiện bên cạnh một người như vậy           , thếnhưng không ai muốn xuất hiện bên cạnh một người như vậy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_211.wav , hình ảnh quảng cáo điếu thuốc điện tử được công ty t                    , hình ảnh quảng cáo đếu thuốc điện tử được công ty
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_214.wav , kiểu hài dung tục vẫn cứ lềnh khênh ở một số tụ điểm                    , kiểu hài dung tục vẫn cứ lần khần ở một số tụ điểm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_240.wav , mời tham dự cuộc thi viết ngắn một giờ không điện                       , mời tham dự cuộc thi viết ngắn một giờ không điện
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_250.wav , lần đầu tiên một nhân viên người việt thách thức việc tác nghiệp của tôi, lần đầu tiên một nhân viên người việt thấch thức việc tác nghiệp của tôi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_252.wav , lúc đó chị tưởng làm như vậy cũng làm má vui                            , lúc đó chị tưởng làm như vậy cũng là má vui
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_257.wav , ngồi nghe tiếng biển và thư thả đếm từng giọt đen rơi                   , người nghe tiếng biển và thư thả đếm từng giọt đen rơi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_259.wav , muốn công nhận ngay pha bóng ấy thì phải sửa luật                       , muốn công nhận ngay phá bống ấy thì phải sửa luật
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_263.wav , quản lý nhà nước về giao thông vận tải đô thị                           , quản lý nhà nước về giao thông vận tải đô thị
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_265.wav , sau đó họ lân la sang chơi rồi đánh cắp đứa bé                          , sau đó họ lên la sang chơi rồi đánh cắp đứa bé
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_272.wav , anh nhơn bảo tôi về trước còn anh đi theo cô gái                        , anh nhơn bảo tôi về trước còn anh đi theo cô gái
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_273.wav , trước hết bạn cần tìm hiểu thông tin quy hoạch khu đất                  , trước hết bạn cần tìm hiểu thông tin quy hoạch khu đất
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_279.wav , những sản phẩm giúp nở ngực và tan mỡ cấp tốc ảnh yến trinh             , những sản phẩm giúp nở ngực và tan mở cấp tốc ảnh hiểng đến yến trinh
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_280.wav , phóng sự ảnh những màn biểu diễn ngoạn mục trên bầu trời                , phóng sự ẩnh những màn biểu diễn ngoận mục trên bầu trời
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_282.wav , nhưng cuối cùng chẳng ai chịu nổi cái tính ham vui của tôi              , cuối cùng chẳng ai chịu nội cái tính ham vui của tôi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_293.wav , kiểm tra trung tâm này công an đã bắt giữ tới                           , kiểm tra trung tâm này công an đã bắt giữ tới
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_297.wav , hoa phượng vẫn nở đỏ trời trong tiếng ve xao xác khôn nguôi             , hoa phượng vẫn nở ớt trời trong tiếng ve sào sát khôn nguôi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_008.wav , từ đó lại sa đà vào nhiều nghịch cảnh đáng tiếc                         , từ đó lại xe đà vào nhiều nghịch cảnh đáng tiếc
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_011.wav , mong anh hãy hiểu cho em em thương nhớ và yêu anh nhiều                 , mong anh ãy hiểu cho em em thương nhớ và yêu anh nhiều
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_020.wav , lên các cuộc hẹn phỏng vấn và thực hiện phỏng vấn                       , lên các cuộc hẹn phóng vấn và thực hiện phóng vấn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_022.wav , xét ở khía cạnh này thì đúng là mất bò mới lo làm chuồng                , xét ở khía cạnh này thì đúng là mất bò mới lo làm chuồng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_024.wav , tuy nhiên tôi nghĩ cậu ta xứng đáng với chức vô địch                    , tuy nhiên tôi nghĩ cậu ta xứng đáng với chức vô địch
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_027.wav , những biến dạng này thường thấy rõ khi dương vật cương                  , những biến dạng này thường thấy rõ khi dương vật cương
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_029.wav , giỏi gì bác mình đẻ ra không nuôi thì ai nuôi                           , giỏi thì bác mình đẻ ra không nuôi thì ai nuôi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_030.wav , phù sa bồi đắp ruộng vườn cho xóm làng trù phú                          , phù xa bò đấp ruộng vườn cho xốm làng trù phú
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_045.wav , ông nói chúng tôi hi vọng sẽ có những tin tức tốt lành                  , ông nói chúng tôi hy vọng sẽ có những tin tức tốt lành
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_056.wav , về nguyên tắc vào học là sinh viên phải đóng học phí                    , về nguyên tắc vào học là sinh viên phải đóng học phí
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_061.wav , để những khó khăn và mâu thuẫn dần dần sẽ bị đẩy lui                    , để những khó khăn và mâu thuẫn gần dặn sẽ bị đậy lui
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_064.wav , chóng mặt còn có thể do tình trạng rối loạn nhịp tim nặng gây ra        , chống mạt còn có thể do tình trạng rối loạn nhịp tim mặng gây ra
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_071.wav , trong ngắn hạn thị trường vận hành như một cỗ máy bầu cử                , trong ngắn hạn thi trường vận hành như một cổ máy bầu cử
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_072.wav , chương trình học bổng thanh niên châu á của nhật bản                    , chương trình học bỏng thanh niên châu á của nhật bản
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_083.wav , nhưng rồi cái tình với bà con cứ nắm níu không dứt ra được              , nhưng rồi cái tình với bà con cứ nắm nếu không dất ra được
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_091.wav , số đơn vị tham gia hội chợ việc làm tăng đáng kể qua các năm            , số đơn vị tham gia hội chợ việc làm tăng đáng kể qua các năm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_094.wav , trang viết của họ hơn hẳn thời tuổi trẻ của tôi                         , trang viết của họ hơn hẳn thời tuổi trẻ của tôi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_111.wav , khuyết điểm lớn của chúng ta là chưa có dân chủ thật sự                 , khuyết điểm lớn của chúng ta là chưa có dân chủ thật sự
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_133.wav , em có suy nghĩ thêm về việc tham dự hội chợ khoa học không              , em có suy nghĩ thêm về việc tham dự hội chợ khoa học không
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_142.wav , họ chỉ thích những môn gì mạnh bạo bạo lực và kiếm ra tiền thôi         , họ chỉ thích những môn gì mạnh bạo bạo lực và kiếm ra tiền thôi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_158.wav , những người trẻ ấy thật đáng phê phán đáng lên án                       , những người trẻ ấy thật đáng phê phá đáng lên án
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_161.wav , thông thường án kỷ luật nếu có thường ban hành vào cuối tuần            , thông thường án kỹ luật nếu thường ban hành vào cuối tuần
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_163.wav , điều lạ là tôi vẫn không từ bỏ ý định trở thành tu sĩ                   , điều lạ là tôi vẫn không từ bỏ ý định trở thành tu xĩ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_167.wav , các qui định của pháp luật không thể được ban hành theo kiểu đánh lén   , các qu định của pháp luật không thể được ban hành theo kiểu đánh lén
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_169.wav , nhanh quá đã là lần thứ ba xa nhà rồi đấy                               , nhanh quá đã là lần thứ ba xa nhà rồi đấy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_179.wav , đỗ đức thuần nguyên kế toán trưởng công ty tiếp thị đầu tư              , độ đất thuần nguyên kế toán trưởng công ty tiếp thị đầu tư
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_196.wav , người anh sau đó được phép thầu xây kênh này nhưng không tiến hành      , người anh sau đó được phép thầu xay kênh này nhưng không tiến hành
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_218.wav , nói cách khác cái được của châu á là cái mất của châu phi               , nói cách khác cái đưc của châu á là cái mất của châu phi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_222.wav , mắt tự nhiên hoa lên trí chụp một cái ly quật mạnh xuống sàn            , mắt tự nhiên hoa lên trí chụt một cái li hoặt mạnh xuống sàng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_227.wav , từ đấy ông càng thông cảm sâu sắc tâm trạng của nguyễn thiếp            , từ đấy ông càng thông cảm sâu sắc tâm trạng của nguyễn thiếp
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_244.wav , em hãy tìm cách tiếp cận để bày tỏ với mẹ                               , em hãy tìm cách tiếp cận để bày tỏ với mẹ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_245.wav , lúc đó nạn kẹt xe chắc sẽ kinh khủng gấp nhiều lần hôm nay              , lúc đó nạn kẹt xe chắc sẽ kinh khủng gấp nhiều lần hôm nay
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_246.wav , vợ lỡ có tật thế anh nên thay đổi cách tiếp cận                         , vợ lỡ có tập thế anh nên thay đổi cách tiếp cận
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_249.wav , đây được xem là vai diễn thành công nhất của vương từ trước đến nay     , đây được xem là vai diễn thành công nhất của vương từ trước đến nay
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_257.wav , nhưng nếu chỉ nói cái giỏi không thôi thì thật chưa đủ về chú tư        , nhưng nếu chỉ nói cái giỏi không thôi thì thật sự chưa đủ về chú tư
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_259.wav , tích cực hơn với vấn đề liên quan đến kiều bào                          , tích cực hơn với vấn đề liên quan đến kiều bào
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_262.wav , để rồi chúng ta khao khát mãi trong vòng luân hồi nhân gian             , để rồi chúng ta khao khác mãi trong vòng luân hồi nhân giang
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_266.wav , vấn đề nảy sinh từ cái câu hỏi dinh cu ấy                               , vấn đề nãy sinh từ cái câu hỏi dinh cu ấy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_274.wav , chị nên đi khám bác sĩ và chọn phương pháp ngừa thai hiệu quả           , chị nên đi khám bác sĩ và chọn phương pháp người thai hiệu quả
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV19\VIVOSDEV19_279.wav , nợ một cuộc chiến chống tham nhũng vẫn chưa vào đâu                     , nợ một cuộc chiến chống tham nhũng vẫn chưa và đâu
